Time,Process_Count
2022-1-31 18:00:00.000,4015
2022-1-31 19:00:00.000,3497
2022-1-31 20:00:00.000,3630
2022-1-31 21:00:00.000,3422
2022-1-31 17:00:00.000,3558
2022-1-31 16:00:00.000,3749
2022-1-31 11:00:00.000,3952
2022-2-1 03:00:00.000,3600
2022-1-31 14:00:00.000,3886
2022-1-31 15:00:00.000,3611
2022-1-31 13:00:00.000,3665
2022-1-31 12:00:00.000,4221
2022-1-31 10:00:00.000,4200
2022-1-31 09:00:00.000,3726
2022-1-31 08:00:00.000,3962
2022-1-31 07:00:00.000,4071
2022-1-31 01:00:00.000,3806
2022-1-31 02:00:00.000,4384
2022-1-31 05:00:00.000,3585
2022-1-31 06:00:00.000,3796
2022-1-31 04:00:00.000,4017
2022-1-31 03:00:00.000,3646
2022-1-31 00:00:00.000,4035
2022-1-30 19:00:00.000,3455
2022-1-30 18:00:00.000,4014
2022-1-30 16:00:00.000,3893
2022-1-30 21:00:00.000,3344
2022-1-30 17:00:00.000,3691
2022-1-30 20:00:00.000,3700
2022-1-30 22:00:00.000,3988
2022-1-30 23:00:00.000,3815
2022-1-30 15:00:00.000,3533
2022-1-30 14:00:00.000,4131
2022-1-30 13:00:00.000,3639
2022-1-30 12:00:00.000,4073
2022-1-30 11:00:00.000,3994
2022-1-30 09:00:00.000,3433
2022-1-30 10:00:00.000,4797
2022-1-28 07:00:00.000,4025
2022-1-28 08:00:00.000,4168
2022-1-28 04:00:00.000,4024
2022-1-28 06:00:00.000,3858
2022-1-28 05:00:00.000,3636
2022-1-28 00:00:00.000,3759
2022-1-27 23:00:00.000,3733
2022-1-27 22:00:00.000,4133
2022-1-27 19:00:00.000,3488
2022-1-28 03:00:00.000,3559
2022-1-27 20:00:00.000,3946
2022-1-28 02:00:00.000,4370
2022-1-28 01:00:00.000,4076
2022-1-27 21:00:00.000,3536
2022-1-27 18:00:00.000,3953
2022-1-27 16:00:00.000,4310
2022-1-27 17:00:00.000,3967
2022-1-27 14:00:00.000,4134
2022-1-27 15:00:00.000,3729
2022-1-27 09:00:00.000,3708
2022-1-27 10:00:00.000,4365
2022-1-27 13:00:00.000,4030
2022-1-27 12:00:00.000,4163
2022-1-27 11:00:00.000,3574
2022-1-27 08:00:00.000,4037
2022-1-27 07:00:00.000,3986
2022-1-27 06:00:00.000,3662
2022-1-26 19:00:00.000,3702
2022-1-27 04:00:00.000,3935
2022-1-27 05:00:00.000,3519
2022-1-27 03:00:00.000,3704
2022-1-27 02:00:00.000,4079
2022-1-27 01:00:00.000,3572
2022-1-26 17:00:00.000,3904
2022-1-26 20:00:00.000,3885
2022-1-26 22:00:00.000,3848
2022-1-26 23:00:00.000,3356
2022-1-26 21:00:00.000,3511
2022-1-27 00:00:00.000,4100
2022-1-26 18:00:00.000,4017
2022-1-26 16:00:00.000,3935
2022-1-26 14:00:00.000,3931
2022-1-26 15:00:00.000,3784
2022-2-2 19:00:00.000,3747
2022-2-2 15:00:00.000,3751
2022-2-2 14:00:00.000,4121
2022-2-2 20:00:00.000,3672
2022-2-2 18:00:00.000,3847
2022-2-2 21:00:00.000,3561
2022-2-2 22:00:00.000,4025
2022-2-2 16:00:00.000,4156
2022-2-2 17:00:00.000,3671
2022-2-2 13:00:00.000,3903
2022-2-2 23:00:00.000,3452
2022-2-2 11:00:00.000,3665
2022-2-2 10:00:00.000,4224
2022-2-2 05:00:00.000,3601
2022-2-2 12:00:00.000,3880
2022-2-2 07:00:00.000,4093
2022-2-2 06:00:00.000,3601
2022-2-2 09:00:00.000,3470
2022-2-2 08:00:00.000,4115
2022-2-2 04:00:00.000,3837
2022-2-1 19:00:00.000,3597
2022-2-2 03:00:00.000,3823
2022-2-2 01:00:00.000,3467
2022-2-2 02:00:00.000,4175
2022-2-2 00:00:00.000,3892
2022-2-1 21:00:00.000,3821
2022-2-1 23:00:00.000,3647
2022-2-1 15:00:00.000,3840
2022-2-1 16:00:00.000,3875
2022-2-1 17:00:00.000,3705
2022-2-1 18:00:00.000,4270
2022-2-1 22:00:00.000,3760
2022-2-1 20:00:00.000,3676
2022-2-1 13:00:00.000,3775
2022-2-1 14:00:00.000,4195
2022-2-1 10:00:00.000,3981
2022-2-1 09:00:00.000,3996
2022-2-1 08:00:00.000,4914
2022-2-1 11:00:00.000,3622
2022-2-1 12:00:00.000,3853
2022-2-1 07:00:00.000,4802
2022-2-1 06:00:00.000,3936
2022-2-1 05:00:00.000,3427
2022-2-1 04:00:00.000,3943
2022-2-4 22:00:00.000,3665
2022-2-4 23:00:00.000,3304
2022-2-4 21:00:00.000,3235
2022-2-4 18:00:00.000,3687
2022-2-4 20:00:00.000,3422
2022-2-4 17:00:00.000,3425
2022-2-4 15:00:00.000,3669
2022-2-4 16:00:00.000,3862
2022-2-4 14:00:00.000,4037
2022-2-4 12:00:00.000,3927
2022-2-4 11:00:00.000,3715
2022-2-4 10:00:00.000,4008
2022-2-4 09:00:00.000,3531
2022-2-4 13:00:00.000,3802
2022-2-4 08:00:00.000,3901
2022-2-4 06:00:00.000,3692
2022-2-4 04:00:00.000,3812
2022-2-4 05:00:00.000,3880
2022-2-4 07:00:00.000,4153
2022-2-4 02:00:00.000,4495
2022-2-4 03:00:00.000,3561
2022-2-4 01:00:00.000,3772
2022-2-3 23:00:00.000,3667
2022-2-3 22:00:00.000,3866
2022-2-3 21:00:00.000,3474
2022-2-4 00:00:00.000,3888
2022-2-3 19:00:00.000,3726
2022-2-3 20:00:00.000,3816
2022-2-3 17:00:00.000,3595
2022-2-3 18:00:00.000,4022
2022-2-3 16:00:00.000,4044
2022-2-3 15:00:00.000,3668
2022-2-3 14:00:00.000,4050
2022-2-3 13:00:00.000,3665
2022-2-3 11:00:00.000,3752
2022-2-3 12:00:00.000,3942
2022-2-3 10:00:00.000,3875
2022-2-3 09:00:00.000,3746
2022-2-3 07:00:00.000,4033
2022-2-3 08:00:00.000,4061
2022-2-3 06:00:00.000,4071
2022-2-3 05:00:00.000,3627
2022-2-3 04:00:00.000,4052
2022-2-3 02:00:00.000,4295
2022-2-3 03:00:00.000,3518
2022-2-3 01:00:00.000,3510
2022-2-3 00:00:00.000,3793
2022-2-7 19:00:00.000,3320
2022-2-7 23:00:00.000,3286
2022-2-7 22:00:00.000,3683
2022-2-7 20:00:00.000,4179
2022-2-7 21:00:00.000,3241
2022-2-7 17:00:00.000,3423
2022-2-7 18:00:00.000,3591
2022-2-7 16:00:00.000,3879
2022-2-7 13:00:00.000,3558
2022-2-7 15:00:00.000,3466
2022-2-7 11:00:00.000,3609
2022-2-7 12:00:00.000,3956
2022-2-7 14:00:00.000,3646
2022-2-7 10:00:00.000,3876
2022-2-7 09:00:00.000,3460
2022-2-7 07:00:00.000,3944
2022-2-7 08:00:00.000,3760
2022-2-7 05:00:00.000,3060
2022-2-7 02:00:00.000,4070
2022-2-7 01:00:00.000,3517
2022-2-7 06:00:00.000,3619
2022-2-6 19:00:00.000,3084
2022-2-6 22:00:00.000,3693
2022-2-6 23:00:00.000,3394
2022-2-7 04:00:00.000,3579
2022-2-7 00:00:00.000,3642
2022-2-7 03:00:00.000,3542
2022-2-6 21:00:00.000,3450
2022-2-6 20:00:00.000,3814
2022-2-6 17:00:00.000,3431
2022-2-6 16:00:00.000,4032
2022-2-6 18:00:00.000,3901
2022-1-18 21:00:00.000,4030
2022-1-18 20:00:00.000,4630
2022-1-18 17:00:00.000,4244
2022-1-18 18:00:00.000,4626
2022-1-18 16:00:00.000,4176
2022-1-18 15:00:00.000,4205
2022-1-18 13:00:00.000,4178
2022-1-18 14:00:00.000,4700
2022-1-18 12:00:00.000,4301
2022-1-18 11:00:00.000,4470
2022-1-18 08:00:00.000,4513
2022-1-18 07:00:00.000,4442
2022-1-18 09:00:00.000,4167
2022-1-18 06:00:00.000,4037
2022-1-18 10:00:00.000,4001
2022-1-17 19:00:00.000,3865
2022-1-18 04:00:00.000,4391
2022-1-18 05:00:00.000,4142
2022-1-18 03:00:00.000,3713
2022-1-17 23:00:00.000,4186
2022-1-18 01:00:00.000,3637
2022-1-18 00:00:00.000,3831
2022-1-18 02:00:00.000,4721
2022-1-17 21:00:00.000,3750
2022-1-17 22:00:00.000,3648
2022-1-17 20:00:00.000,4185
2022-1-17 18:00:00.000,4541
2022-1-17 17:00:00.000,4082
2022-1-17 16:00:00.000,4231
2022-1-17 15:00:00.000,4083
2022-1-17 14:00:00.000,4874
2022-1-17 11:00:00.000,4632
2022-1-17 12:00:00.000,4464
2022-1-17 08:00:00.000,4470
2022-1-17 09:00:00.000,3756
2022-1-17 13:00:00.000,3892
2022-1-17 10:00:00.000,4212
2022-1-17 07:00:00.000,3995
2022-1-17 06:00:00.000,4211
2022-1-17 05:00:00.000,4523
2022-1-17 04:00:00.000,4046
2022-1-24 13:00:00.000,3912
2022-1-24 11:00:00.000,4124
2022-1-24 12:00:00.000,4161
2022-1-24 09:00:00.000,3582
2022-1-24 07:00:00.000,4429
2022-1-24 10:00:00.000,3943
2022-1-24 08:00:00.000,3949
2022-1-24 06:00:00.000,4348
2022-1-23 19:00:00.000,3595
2022-1-24 05:00:00.000,4430
2022-1-24 02:00:00.000,4599
2022-1-24 03:00:00.000,3925
2022-1-24 04:00:00.000,3997
2022-1-24 01:00:00.000,3863
2022-1-23 23:00:00.000,3947
2022-1-24 00:00:00.000,3985
2022-1-23 21:00:00.000,3619
2022-1-23 22:00:00.000,3940
2022-1-23 20:00:00.000,4226
2022-1-23 18:00:00.000,4292
2022-1-23 16:00:00.000,4011
2022-1-23 17:00:00.000,4053
2022-1-23 14:00:00.000,4592
2022-1-23 12:00:00.000,4638
2022-1-23 13:00:00.000,3528
2022-1-23 15:00:00.000,4081
2022-1-23 11:00:00.000,4377
2022-1-23 10:00:00.000,4428
2022-1-23 09:00:00.000,4150
2022-1-23 08:00:00.000,4555
2022-1-23 06:00:00.000,4040
2022-1-23 03:00:00.000,3770
2022-1-23 07:00:00.000,4053
2022-1-23 02:00:00.000,4607
2022-1-23 04:00:00.000,4005
2022-1-23 05:00:00.000,4073
2022-1-23 01:00:00.000,3626
2022-1-23 00:00:00.000,4261
2022-1-22 23:00:00.000,4044
2022-1-22 19:00:00.000,3427
2022-1-22 22:00:00.000,3921
2022-1-22 21:00:00.000,3632
2022-1-22 20:00:00.000,4533
2022-1-22 18:00:00.000,4226
2022-1-22 16:00:00.000,4376
2022-1-22 17:00:00.000,4350
